provstate,iyear,imonth,UER
Indiana,1992,4,6.7
Indiana,1992,5,6.8
Indiana,1992,6,6.9
Indiana,1992,7,6.9
Indiana,1992,8,6.8
Indiana,1992,9,6.7
Indiana,1992,10,6.5
Indiana,1992,11,6.3
Indiana,1992,12,6.2
Indiana,1993,1,6.1
Indiana,1993,2,6.1
Indiana,1993,3,6
Indiana,1993,4,6
Indiana,1993,5,6.1
Indiana,1993,6,6.1
Indiana,1993,7,4.8
Indiana,1993,8,4.5
Indiana,1993,9,4.5
Indiana,1993,10,4.6
Indiana,1993,11,4.8
Indiana,1993,12,5
Indiana,1994,1,5.1
Indiana,1994,2,5.1
Indiana,1994,3,5
Indiana,1994,4,4.9
Indiana,1994,5,4.9
Indiana,1994,6,4.9
Indiana,1994,7,4.9
Indiana,1994,8,4.9
Indiana,1994,9,4.8
Indiana,1994,10,4.7
Indiana,1994,11,4.5
Indiana,1994,12,4.4
Indiana,1995,1,4.4
Indiana,1995,2,4.5
Indiana,1995,3,4.6
Indiana,1995,4,4.7
Indiana,1995,5,4.7
Indiana,1995,6,4.7
Indiana,1995,7,4.7
Indiana,1995,8,4.6
Indiana,1995,9,4.5
Indiana,1995,10,4.6
Indiana,1995,11,4.6
Indiana,1995,12,4.6
Indiana,1996,1,4.5
Indiana,1996,2,4.5
Indiana,1996,3,4.4
Indiana,1996,4,4.4
Indiana,1996,5,4.3
Indiana,1996,6,4.2
Indiana,1996,7,4
Indiana,1996,8,3.9
Indiana,1996,9,3.8
Indiana,1996,10,3.6
Indiana,1996,11,3.5
Indiana,1996,12,3.5
Indiana,1997,1,3.4
Indiana,1997,2,3.4
Indiana,1997,3,3.4
Indiana,1997,4,3.4
Indiana,1997,5,3.5
Indiana,1997,6,3.5
Indiana,1997,7,3.6
Indiana,1997,8,3.6
Indiana,1997,9,3.6
Indiana,1997,10,3.6
Indiana,1997,11,3.5
Indiana,1997,12,3.4
Indiana,1998,1,3.3
Indiana,1998,2,3.2
Indiana,1998,3,3
Indiana,1998,4,2.9
Indiana,1998,5,2.9
Indiana,1998,6,2.9
Indiana,1998,7,3
Indiana,1998,8,3.1
Indiana,1998,9,3.2
Indiana,1998,10,3.2
Indiana,1998,11,3.2
Indiana,1998,12,3.1
Indiana,1999,1,3
Indiana,1999,2,2.9
Indiana,1999,3,2.9
Indiana,1999,4,2.9
Indiana,1999,5,2.9
Indiana,1999,6,3
Indiana,1999,7,3
Indiana,1999,8,3.1
Indiana,1999,9,3.2
Indiana,1999,10,3.2
Indiana,1999,11,3.2
Indiana,1999,12,3.2
Indiana,2000,1,3.2
Indiana,2000,2,3.3
Indiana,2000,3,3.3
Indiana,2000,4,3.3
Indiana,2000,5,3.3
Indiana,2000,6,3.2
Indiana,2000,7,3.1
Indiana,2000,8,3
Indiana,2000,9,2.9
Indiana,2000,10,2.9
Indiana,2000,11,3
Indiana,2000,12,3.1
Indiana,2001,1,3.3
Indiana,2001,2,3.5
Indiana,2001,3,3.7
Indiana,2001,4,3.8
Indiana,2001,5,3.9
Indiana,2001,6,4.1
Indiana,2001,7,4.2
Indiana,2001,8,4.4
Indiana,2001,9,4.7
Indiana,2001,10,4.9
Indiana,2001,11,5.2
Indiana,2001,12,5.3
Indiana,2002,1,5.4
Indiana,2002,2,5.4
Indiana,2002,3,5.4
Indiana,2002,4,5.4
Indiana,2002,5,5.3
Indiana,2002,6,5.2
Indiana,2002,7,5.1
Indiana,2002,8,5.1
Indiana,2002,9,5
Indiana,2002,10,5
Indiana,2002,11,5
Indiana,2002,12,5
Indiana,2003,1,5
Indiana,2003,2,5
Indiana,2003,3,5.1
Indiana,2003,4,5.2
Indiana,2003,5,5.3
Indiana,2003,6,5.5
Indiana,2003,7,5.5
Indiana,2003,8,5.5
Indiana,2003,9,5.5
Indiana,2003,10,5.4
Indiana,2003,11,5.3
Indiana,2003,12,5.2
Indiana,2004,1,5.2
Indiana,2004,2,5.3
Indiana,2004,3,5.3
Indiana,2004,4,5.3
Indiana,2004,5,5.3
Indiana,2004,6,5.3
Indiana,2004,7,5.3
Indiana,2004,8,5.3
Indiana,2004,9,5.4
Indiana,2004,10,5.5
Indiana,2004,11,5.6
Indiana,2004,12,5.6
Indiana,2005,1,5.6
Indiana,2005,2,5.6
Indiana,2005,3,5.5
Indiana,2005,4,5.5
Indiana,2005,5,5.4
Indiana,2005,6,5.3
Indiana,2005,7,5.3
Indiana,2005,8,5.4
Indiana,2005,9,5.4
Indiana,2005,10,5.4
Indiana,2005,11,5.4
Indiana,2005,12,5.3
Indiana,2006,1,5.1
Indiana,2006,2,5.1
Indiana,2006,3,5.1
Indiana,2006,4,5.1
Indiana,2006,5,5.2
Indiana,2006,6,5.2
Indiana,2006,7,5.2
Indiana,2006,8,5.1
Indiana,2006,9,5.1
Indiana,2006,10,5
Indiana,2006,11,4.9
Indiana,2006,12,4.8
Indiana,2007,1,4.8
Indiana,2007,2,4.7
Indiana,2007,3,4.6
Indiana,2007,4,4.5
Indiana,2007,5,4.5
Indiana,2007,6,4.5
Indiana,2007,7,4.5
Indiana,2007,8,4.6
Indiana,2007,9,4.7
Indiana,2007,10,4.7
Indiana,2007,11,4.7
Indiana,2007,12,4.8
Indiana,2008,1,4.8
Indiana,2008,2,4.8
Indiana,2008,3,5
Indiana,2008,4,5.2
Indiana,2008,5,5.4
Indiana,2008,6,5.7
Indiana,2008,7,5.9
Indiana,2008,8,6.2
Indiana,2008,9,6.6
Indiana,2008,10,7.1
Indiana,2008,11,7.6
Indiana,2008,12,8.3
Indiana,2009,1,9
Indiana,2009,2,9.7
Indiana,2009,3,10.2
Indiana,2009,4,10.5
Indiana,2009,5,10.6
Indiana,2009,6,10.7
Indiana,2009,7,10.7
Indiana,2009,8,10.7
Indiana,2009,9,10.6
Indiana,2009,10,10.6
Indiana,2009,11,10.7
Indiana,2009,12,10.8
Indiana,2010,1,10.9
Indiana,2010,2,10.9
Indiana,2010,3,10.8
Indiana,2010,4,10.7
Indiana,2010,5,10.5
Indiana,2010,6,10.3
Indiana,2010,7,10.2
Indiana,2010,8,10.1
Indiana,2010,9,9.9
Indiana,2010,10,9.8
Indiana,2010,11,9.6
Indiana,2010,12,9.3
Indiana,2011,1,9.1
Indiana,2011,2,8.9
Indiana,2011,3,8.8
Indiana,2011,4,8.8
Indiana,2011,5,8.9
Indiana,2011,6,9.1
Indiana,2011,7,9.2
Indiana,2011,8,9.3
Indiana,2011,9,9.3
Indiana,2011,10,9.2
Indiana,2011,11,9
Indiana,2011,12,8.8
Indiana,2012,1,8.6
Indiana,2012,2,8.4
Indiana,2012,3,8.3
Indiana,2012,4,8.3
Indiana,2012,5,8.3
Indiana,2012,6,8.3
Indiana,2012,7,8.3
Indiana,2012,8,8.3
Indiana,2012,9,8.3
Indiana,2012,10,8.3
Indiana,2012,11,8.3
Indiana,2012,12,8.4
Indiana,2013,1,8.4
Indiana,2013,2,8.3
Indiana,2013,3,8.2
Indiana,2013,4,8
Indiana,2013,5,7.9
Indiana,2013,6,7.7
Indiana,2013,7,7.5
Indiana,2013,8,7.3
Indiana,2013,9,7.1
Indiana,2013,10,6.8
Indiana,2013,11,6.6
Indiana,2013,12,6.4
Indiana,2014,1,6.2
Indiana,2014,2,6.1
Indiana,2014,3,6
Indiana,2014,4,6
Indiana,2014,5,6
Indiana,2014,6,5.9
Indiana,2014,7,5.8
Indiana,2014,8,5.8
Indiana,2014,9,5.7
Indiana,2014,10,5.7
Indiana,2014,11,5.6
Indiana,2014,12,5.5
Indiana,2015,1,5.4
Indiana,2015,2,5.2
Indiana,2015,3,5.1
Indiana,2015,4,4.9
Indiana,2015,5,4.8
Indiana,2015,6,4.7
Indiana,2015,7,4.7
Indiana,2015,8,4.6
Indiana,2015,9,4.6
Indiana,2015,10,4.6
Indiana,2015,11,4.6
Indiana,2015,12,4.6
Indiana,2016,1,4.7
Indiana,2016,2,4.7
Indiana,2016,3,4.7
Indiana,2016,4,4.7
Indiana,2016,5,4.6
Indiana,2016,6,4.5
Indiana,2016,7,4.5
Indiana,2016,8,4.4
Indiana,2016,9,4.3
Indiana,2016,10,4.2
Indiana,2016,11,4.1
Indiana,2016,12,4
Indiana,2017,1,4
Indiana,2017,2,4.1
Indiana,2017,3,3.9
Indiana,2017,4,3.6
Indiana,2017,5,3.2
Indiana,2017,6,3
Indiana,2017,7,3.1
Indiana,2017,8,3.5
Indiana,2017,9,3.8
Indiana,2017,10,3.9
New York,1976,1,10.4
New York,1976,2,10.3
New York,1976,3,10.2
New York,1976,4,10.2
New York,1976,5,10.1
New York,1976,6,10.2
New York,1976,7,10.2
New York,1976,8,10.2
New York,1976,9,10.2
New York,1976,10,10.2
New York,1976,11,10.2
New York,1976,12,10.1
New York,1977,1,10
New York,1977,2,9.9
New York,1977,3,9.7
New York,1977,4,9.5
New York,1977,5,9.3
New York,1977,6,9.1
New York,1977,7,9
New York,1977,8,8.8
New York,1977,9,8.7
New York,1977,10,8.6
New York,1977,11,8.5
New York,1977,12,8.4
New York,1978,1,8.3
New York,1978,2,8.1
New York,1978,3,8
New York,1978,4,7.9
New York,1978,5,7.9
New York,1978,6,7.8
New York,1978,7,7.7
New York,1978,8,7.6
New York,1978,9,7.6
New York,1978,10,7.5
New York,1978,11,7.4
New York,1978,12,7.3
New York,1979,1,7.2
New York,1979,2,7.1
New York,1979,3,7.1
New York,1979,4,7
New York,1979,5,7.1
New York,1979,6,7.1
New York,1979,7,7.2
New York,1979,8,7.2
New York,1979,9,7.3
New York,1979,10,7.3
New York,1979,11,7.3
New York,1979,12,7.2
New York,1980,1,7.2
New York,1980,2,7.2
New York,1980,3,7.3
New York,1980,4,7.4
New York,1980,5,7.5
New York,1980,6,7.6
New York,1980,7,7.7
New York,1980,8,7.6
New York,1980,9,7.6
New York,1980,10,7.5
New York,1980,11,7.6
New York,1980,12,7.6
New York,1981,1,7.7
New York,1981,2,7.7
New York,1981,3,7.7
New York,1981,4,7.7
New York,1981,5,7.6
New York,1981,6,7.5
New York,1981,7,7.4
New York,1981,8,7.3
New York,1981,9,7.4
New York,1981,10,7.5
New York,1981,11,7.6
New York,1981,12,7.8
New York,1982,1,7.9
New York,1982,2,8
New York,1982,3,8.1
New York,1982,4,8.2
New York,1982,5,8.2
New York,1982,6,8.3
New York,1982,7,8.4
New York,1982,8,8.5
New York,1982,9,8.7
New York,1982,10,8.9
New York,1982,11,9.1
New York,1982,12,9.3
New York,1983,1,9.3
New York,1983,2,9.3
New York,1983,3,9.3
New York,1983,4,9.2
New York,1983,5,9.1
New York,1983,6,8.9
New York,1983,7,8.7
New York,1983,8,8.5
New York,1983,9,8.3
New York,1983,10,8.1
New York,1983,11,7.9
New York,1983,12,7.7
New York,1984,1,7.5
New York,1984,2,7.3
New York,1984,3,7.2
New York,1984,4,7.1
New York,1984,5,7.1
New York,1984,6,7.2
New York,1984,7,7.2
New York,1984,8,7.2
New York,1984,9,7.2
New York,1984,10,7.1
New York,1984,11,7
New York,1984,12,6.8
New York,1985,1,6.8
New York,1985,2,6.8
New York,1985,3,6.8
New York,1985,4,6.7
New York,1985,5,6.7
New York,1985,6,6.6
New York,1985,7,6.6
New York,1985,8,6.5
New York,1985,9,6.5
New York,1985,10,6.4
New York,1985,11,6.4
New York,1985,12,6.5
New York,1986,1,6.5
New York,1986,2,6.6
New York,1986,3,6.6
New York,1986,4,6.7
New York,1986,5,6.6
New York,1986,6,6.5
New York,1986,7,6.3
New York,1986,8,6.1
New York,1986,9,5.9
New York,1986,10,5.8
New York,1986,11,5.7
New York,1986,12,5.5
New York,1987,1,5.4
New York,1987,2,5.3
New York,1987,3,5.1
New York,1987,4,5
New York,1987,5,4.9
New York,1987,6,4.8
New York,1987,7,4.8
New York,1987,8,4.7
New York,1987,9,4.7
New York,1987,10,4.7
New York,1987,11,4.6
New York,1987,12,4.5
New York,1988,1,4.3
New York,1988,2,4.2
New York,1988,3,4
New York,1988,4,4
New York,1988,5,4
New York,1988,6,4.1
New York,1988,7,4.2
New York,1988,8,4.4
New York,1988,9,4.5
New York,1988,10,4.5
New York,1988,11,4.6
New York,1988,12,4.6
New York,1989,1,4.7
New York,1989,2,4.7
New York,1989,3,4.8
New York,1989,4,4.8
New York,1989,5,4.9
New York,1989,6,4.9
New York,1989,7,5
New York,1989,8,5.1
New York,1989,9,5.1
New York,1989,10,5.2
New York,1989,11,5.2
New York,1989,12,5.2
New York,1990,1,5.2
New York,1990,2,5.2
New York,1990,3,5.1
New York,1990,4,5.1
New York,1990,5,5.1
New York,1990,6,5.1
New York,1990,7,5.2
New York,1990,8,5.3
New York,1990,9,5.5
New York,1990,10,5.6
New York,1990,11,5.9
New York,1990,12,6.1
New York,1991,1,6.4
New York,1991,2,6.7
New York,1991,3,6.9
New York,1991,4,7.1
New York,1991,5,7.3
New York,1991,6,7.3
New York,1991,7,7.4
New York,1991,8,7.4
New York,1991,9,7.4
New York,1991,10,7.6
New York,1991,11,7.8
New York,1991,12,8
New York,1992,1,8.2
New York,1992,2,8.3
New York,1992,3,8.5
New York,1992,4,8.6
New York,1992,5,8.7
New York,1992,6,8.8
New York,1992,7,8.8
New York,1992,8,8.8
New York,1992,9,8.8
New York,1992,10,8.7
New York,1992,11,8.6
New York,1992,12,8.5
New York,1993,1,8.4
New York,1993,2,8.2
New York,1993,3,8
New York,1993,4,7.9
New York,1993,5,7.8
New York,1993,6,7.8
New York,1993,7,7.8
New York,1993,8,7.8
New York,1993,9,7.8
New York,1993,10,7.8
New York,1993,11,7.8
New York,1993,12,7.7
New York,1994,1,7.7
New York,1994,2,7.6
New York,1994,3,7.4
New York,1994,4,7.3
New York,1994,5,7.1
New York,1994,6,7
New York,1994,7,6.9
New York,1994,8,6.7
New York,1994,9,6.6
New York,1994,10,6.5
New York,1994,11,6.3
New York,1994,12,6.2
New York,1995,1,6.2
New York,1995,2,6.2
New York,1995,3,6.2
New York,1995,4,6.3
New York,1995,5,6.3
New York,1995,6,6.4
New York,1995,7,6.4
New York,1995,8,6.4
New York,1995,9,6.4
New York,1995,10,6.4
New York,1995,11,6.3
New York,1995,12,6.3
New York,1996,1,6.3
New York,1996,2,6.3
New York,1996,3,6.3
New York,1996,4,6.4
New York,1996,5,6.3
New York,1996,6,6.3
New York,1996,7,6.2
New York,1996,8,6.1
New York,1996,9,6.1
New York,1996,10,6.1
New York,1996,11,6.3
New York,1996,12,6.4
New York,1997,1,6.5
New York,1997,2,6.5
New York,1997,3,6.6
New York,1997,4,6.6
New York,1997,5,6.6
New York,1997,6,6.5
New York,1997,7,6.5
New York,1997,8,6.4
New York,1997,9,6.3
New York,1997,10,6.2
New York,1997,11,6.2
New York,1997,12,6.1
New York,1998,1,6
New York,1998,2,5.9
New York,1998,3,5.8
New York,1998,4,5.7
New York,1998,5,5.6
New York,1998,6,5.5
New York,1998,7,5.5
New York,1998,8,5.5
New York,1998,9,5.5
New York,1998,10,5.5
New York,1998,11,5.4
New York,1998,12,5.4
New York,1999,1,5.3
New York,1999,2,5.3
New York,1999,3,5.3
New York,1999,4,5.3
New York,1999,5,5.3
New York,1999,6,5.3
New York,1999,7,5.3
New York,1999,8,5.2
New York,1999,9,5.1
New York,1999,10,5
New York,1999,11,4.9
New York,1999,12,4.8
New York,2000,1,4.7
New York,2000,2,4.6
New York,2000,3,4.6
New York,2000,4,4.6
New York,2000,5,4.6
New York,2000,6,4.6
New York,2000,7,4.6
New York,2000,8,4.5
New York,2000,9,4.5
New York,2000,10,4.4
New York,2000,11,4.3
New York,2000,12,4.2
New York,2001,1,4.2
New York,2001,2,4.2
New York,2001,3,4.2
New York,2001,4,4.3
New York,2001,5,4.4
New York,2001,6,4.6
New York,2001,7,4.8
New York,2001,8,5
New York,2001,9,5.3
New York,2001,10,5.6
New York,2001,11,5.8
New York,2001,12,6
New York,2002,1,6.1
New York,2002,2,6.2
New York,2002,3,6.3
New York,2002,4,6.3
New York,2002,5,6.2
New York,2002,6,6.1
New York,2002,7,6.1
New York,2002,8,6
New York,2002,9,6
New York,2002,10,6.1
New York,2002,11,6.1
New York,2002,12,6.2
New York,2003,1,6.3
New York,2003,2,6.3
New York,2003,3,6.3
New York,2003,4,6.3
New York,2003,5,6.4
New York,2003,6,6.4
New York,2003,7,6.5
New York,2003,8,6.5
New York,2003,9,6.5
New York,2003,10,6.4
New York,2003,11,6.4
New York,2003,12,6.4
New York,2004,1,6.4
New York,2004,2,6.3
New York,2004,3,6.2
New York,2004,4,6.1
New York,2004,5,6
New York,2004,6,5.8
New York,2004,7,5.7
New York,2004,8,5.6
New York,2004,9,5.4
New York,2004,10,5.3
New York,2004,11,5.3
New York,2004,12,5.2
New York,2005,1,5.1
New York,2005,2,5
New York,2005,3,5
New York,2005,4,4.9
New York,2005,5,4.9
New York,2005,6,4.9
New York,2005,7,5
New York,2005,8,5
New York,2005,9,5.1
New York,2005,10,5
New York,2005,11,5
New York,2005,12,4.9
New York,2006,1,4.8
New York,2006,2,4.7
New York,2006,3,4.7
New York,2006,4,4.7
New York,2006,5,4.7
New York,2006,6,4.6
New York,2006,7,4.6
New York,2006,8,4.5
New York,2006,9,4.4
New York,2006,10,4.3
New York,2006,11,4.3
New York,2006,12,4.3
New York,2007,1,4.3
New York,2007,2,4.3
New York,2007,3,4.4
New York,2007,4,4.4
New York,2007,5,4.5
New York,2007,6,4.6
New York,2007,7,4.7
New York,2007,8,4.7
New York,2007,9,4.8
New York,2007,10,4.8
New York,2007,11,4.8
New York,2007,12,4.9
New York,2008,1,4.9
New York,2008,2,4.9
New York,2008,3,5
New York,2008,4,5.1
New York,2008,5,5.2
New York,2008,6,5.3
New York,2008,7,5.4
New York,2008,8,5.6
New York,2008,9,5.8
New York,2008,10,6.1
New York,2008,11,6.4
New York,2008,12,6.8
New York,2009,1,7.2
New York,2009,2,7.6
New York,2009,3,8
New York,2009,4,8.2
New York,2009,5,8.4
New York,2009,6,8.6
New York,2009,7,8.7
New York,2009,8,8.8
New York,2009,9,8.8
New York,2009,10,8.9
New York,2009,11,8.9
New York,2009,12,8.9
New York,2010,1,8.8
New York,2010,2,8.8
New York,2010,3,8.7
New York,2010,4,8.7
New York,2010,5,8.6
New York,2010,6,8.5
New York,2010,7,8.5
New York,2010,8,8.5
New York,2010,9,8.5
New York,2010,10,8.5
New York,2010,11,8.4
New York,2010,12,8.4
New York,2011,1,8.3
New York,2011,2,8.2
New York,2011,3,8.1
New York,2011,4,8.1
New York,2011,5,8.1
New York,2011,6,8.2
New York,2011,7,8.2
New York,2011,8,8.3
New York,2011,9,8.4
New York,2011,10,8.4
New York,2011,11,8.5
New York,2011,12,8.5
New York,2012,1,8.6
New York,2012,2,8.6
New York,2012,3,8.7
New York,2012,4,8.7
New York,2012,5,8.7
New York,2012,6,8.7
New York,2012,7,8.6
New York,2012,8,8.4
New York,2012,9,8.3
New York,2012,10,8.2
New York,2012,11,8.2
New York,2012,12,8.1
New York,2013,1,8
New York,2013,2,7.9
New York,2013,3,7.8
New York,2013,4,7.7
New York,2013,5,7.7
New York,2013,6,7.6
New York,2013,7,7.6
New York,2013,8,7.6
New York,2013,9,7.5
New York,2013,10,7.3
New York,2013,11,7.2
New York,2013,12,7
New York,2014,1,6.9
New York,2014,2,6.8
New York,2014,3,6.7
New York,2014,4,6.6
New York,2014,5,6.5
New York,2014,6,6.3
New York,2014,7,6.2
New York,2014,8,6.1
New York,2014,9,6
New York,2014,10,5.9
New York,2014,11,5.9
New York,2014,12,5.8
New York,2015,1,5.7
New York,2015,2,5.7
New York,2015,3,5.6
New York,2015,4,5.5
New York,2015,5,5.4
New York,2015,6,5.3
New York,2015,7,5.2
New York,2015,8,5.1
New York,2015,9,5
New York,2015,10,5
New York,2015,11,4.9
New York,2015,12,4.9
New York,2016,1,4.9
New York,2016,2,4.9
New York,2016,3,4.8
New York,2016,4,4.8
New York,2016,5,4.8
New York,2016,6,4.9
New York,2016,7,4.9
New York,2016,8,4.9
New York,2016,9,4.9
New York,2016,10,4.9
New York,2016,11,4.9
New York,2016,12,4.8
New York,2017,1,4.6
New York,2017,2,4.4
New York,2017,3,4.3
New York,2017,4,4.3
New York,2017,5,4.4
New York,2017,6,4.5
New York,2017,7,4.7
New York,2017,8,4.8
New York,2017,9,4.9
New York,2017,10,4.8
Washington,1976,1,8.8
Washington,1976,2,8.7
Washington,1976,3,8.7
Washington,1976,4,8.7
Washington,1976,5,8.7
Washington,1976,6,8.8
Washington,1976,7,8.8
Washington,1976,8,8.9
Washington,1976,9,9
Washington,1976,10,9.1
Washington,1976,11,9.2
Washington,1976,12,9.2
Washington,1977,1,9.3
Washington,1977,2,9.3
Washington,1977,3,9.2
Washington,1977,4,9.1
Washington,1977,5,8.9
Washington,1977,6,8.7
Washington,1977,7,8.5
Washington,1977,8,8.3
Washington,1977,9,8
Washington,1977,10,7.7
Washington,1977,11,7.4
Washington,1977,12,7.2
Washington,1978,1,6.9
Washington,1978,2,6.8
Washington,1978,3,6.7
Washington,1978,4,6.7
Washington,1978,5,6.7
Washington,1978,6,6.7
Washington,1978,7,6.8
Washington,1978,8,6.8
Washington,1978,9,6.9
Washington,1978,10,6.9
Washington,1978,11,7
Washington,1978,12,7
Washington,1979,1,7
Washington,1979,2,6.9
Washington,1979,3,6.8
Washington,1979,4,6.7
Washington,1979,5,6.6
Washington,1979,6,6.5
Washington,1979,7,6.5
Washington,1979,8,6.5
Washington,1979,9,6.5
Washington,1979,10,6.6
Washington,1979,11,6.7
Washington,1979,12,6.8
Washington,1980,1,7
Washington,1980,2,7.2
Washington,1980,3,7.5
Washington,1980,4,7.8
Washington,1980,5,8.1
Washington,1980,6,8.3
Washington,1980,7,8.4
Washington,1980,8,8.5
Washington,1980,9,8.5
Washington,1980,10,8.5
Washington,1980,11,8.5
Washington,1980,12,8.5
Washington,1981,1,8.6
Washington,1981,2,8.7
Washington,1981,3,8.8
Washington,1981,4,9
Washington,1981,5,9.1
Washington,1981,6,9.3
Washington,1981,7,9.5
Washington,1981,8,9.7
Washington,1981,9,10
Washington,1981,10,10.4
Washington,1981,11,10.7
Washington,1981,12,11
Washington,1982,1,11.3
Washington,1982,2,11.5
Washington,1982,3,11.7
Washington,1982,4,11.8
Washington,1982,5,11.9
Washington,1982,6,12
Washington,1982,7,12.1
Washington,1982,8,12.2
Washington,1982,9,12.2
Washington,1982,10,12.2
Washington,1982,11,12.2
Washington,1982,12,12.1
Washington,1983,1,12
Washington,1983,2,11.8
Washington,1983,3,11.6
Washington,1983,4,11.5
Washington,1983,5,11.3
Washington,1983,6,11.2
Washington,1983,7,11.1
Washington,1983,8,10.9
Washington,1983,9,10.7
Washington,1983,10,10.6
Washington,1983,11,10.4
Washington,1983,12,10.2
Washington,1984,1,10
Washington,1984,2,9.8
Washington,1984,3,9.6
Washington,1984,4,9.5
Washington,1984,5,9.3
Washington,1984,6,9.2
Washington,1984,7,9.1
Washington,1984,8,9
Washington,1984,9,9
Washington,1984,10,8.9
Washington,1984,11,8.9
Washington,1984,12,8.9
Washington,1985,1,8.8
Washington,1985,2,8.8
Washington,1985,3,8.7
Washington,1985,4,8.6
Washington,1985,5,8.5
Washington,1985,6,8.4
Washington,1985,7,8.3
Washington,1985,8,8.2
Washington,1985,9,8.1
Washington,1985,10,8
Washington,1985,11,7.9
Washington,1985,12,7.9
Washington,1986,1,7.9
Washington,1986,2,8
Washington,1986,3,8.1
Washington,1986,4,8.2
Washington,1986,5,8.2
Washington,1986,6,8.2
Washington,1986,7,8.2
Washington,1986,8,8.2
Washington,1986,9,8.2
Washington,1986,10,8.1
Washington,1986,11,8.1
Washington,1986,12,8
Washington,1987,1,8
Washington,1987,2,7.9
Washington,1987,3,7.7
Washington,1987,4,7.6
Washington,1987,5,7.4
Washington,1987,6,7.3
Washington,1987,7,7.2
Washington,1987,8,7.1
Washington,1987,9,7.1
Washington,1987,10,7
Washington,1987,11,6.9
Washington,1987,12,6.8
Washington,1988,1,6.7
Washington,1988,2,6.6
Washington,1988,3,6.5
Washington,1988,4,6.4
Washington,1988,5,6.4
Washington,1988,6,6.4
Washington,1988,7,6.3
Washington,1988,8,6.3
Washington,1988,9,6.2
Washington,1988,10,6.1
Washington,1988,11,6
Washington,1988,12,5.9
Washington,1989,1,5.9
Washington,1989,2,5.9
Washington,1989,3,5.9
Washington,1989,4,5.9
Washington,1989,5,5.9
Washington,1989,6,6
Washington,1989,7,6
Washington,1989,8,6
Washington,1989,9,5.9
Washington,1989,10,5.8
Washington,1989,11,5.7
Washington,1989,12,5.5
Washington,1990,1,5.4
Washington,1990,2,5.3
Washington,1990,3,5.2
Washington,1990,4,5.2
Washington,1990,5,5.1
Washington,1990,6,5.1
Washington,1990,7,5.1
Washington,1990,8,5.1
Washington,1990,9,5.2
Washington,1990,10,5.3
Washington,1990,11,5.5
Washington,1990,12,5.7
Washington,1991,1,5.9
Washington,1991,2,6
Washington,1991,3,6.1
Washington,1991,4,6.2
Washington,1991,5,6.2
Washington,1991,6,6.3
Washington,1991,7,6.4
Washington,1991,8,6.4
Washington,1991,9,6.5
Washington,1991,10,6.7
Washington,1991,11,6.8
Washington,1991,12,6.9
Washington,1992,1,7
Washington,1992,2,7.1
Washington,1992,3,7.1
Washington,1992,4,7.2
Washington,1992,5,7.2
Washington,1992,6,7.3
Washington,1992,7,7.4
Washington,1992,8,7.4
Washington,1992,9,7.5
Washington,1992,10,7.6
Washington,1992,11,7.6
Washington,1992,12,7.7
Washington,1993,1,7.7
Washington,1993,2,7.6
Washington,1993,3,7.5
Washington,1993,4,7.5
Washington,1993,5,7.4
Washington,1993,6,7.4
Washington,1993,7,7.3
Washington,1993,8,7.3
Washington,1993,9,7.2
Washington,1993,10,7.1
Washington,1993,11,7
Washington,1993,12,6.9
Washington,1994,1,6.9
Washington,1994,2,6.9
Washington,1994,3,6.9
Washington,1994,4,6.8
Washington,1994,5,6.7
Washington,1994,6,6.5
Washington,1994,7,6.4
Washington,1994,8,6.4
Washington,1994,9,6.3
Washington,1994,10,6.3
Washington,1994,11,6.2
Washington,1994,12,6.2
Washington,1995,1,6.2
Washington,1995,2,6.3
Washington,1995,3,6.3
Washington,1995,4,6.4
Washington,1995,5,6.5
Washington,1995,6,6.5
Washington,1995,7,6.5
Washington,1995,8,6.5
Washington,1995,9,6.5
Washington,1995,10,6.5
Washington,1995,11,6.5
Washington,1995,12,6.5
Washington,1996,1,6.4
Washington,1996,2,6.4
Washington,1996,3,6.4
Washington,1996,4,6.3
Washington,1996,5,6.3
Washington,1996,6,6.2
Washington,1996,7,6
Washington,1996,8,5.9
Washington,1996,9,5.8
Washington,1996,10,5.7
Washington,1996,11,5.6
Washington,1996,12,5.5
Washington,1997,1,5.4
Washington,1997,2,5.3
Washington,1997,3,5.1
Washington,1997,4,5
Washington,1997,5,5
Washington,1997,6,4.9
Washington,1997,7,4.8
Washington,1997,8,4.8
Washington,1997,9,4.7
Washington,1997,10,4.7
Washington,1997,11,4.7
Washington,1997,12,4.7
Washington,1998,1,4.7
Washington,1998,2,4.6
Washington,1998,3,4.6
Washington,1998,4,4.6
Washington,1998,5,4.7
Washington,1998,6,4.7
Washington,1998,7,4.8
Washington,1998,8,4.9
Washington,1998,9,4.9
Washington,1998,10,4.9
Washington,1998,11,4.9
Washington,1998,12,4.9
Washington,1999,1,4.8
Washington,1999,2,4.8
Washington,1999,3,4.8
Washington,1999,4,4.9
Washington,1999,5,4.9
Washington,1999,6,5
Washington,1999,7,5
Washington,1999,8,5
Washington,1999,9,4.9
Washington,1999,10,4.9
Washington,1999,11,4.9
Washington,1999,12,4.9
Washington,2000,1,4.9
Washington,2000,2,4.9
Washington,2000,3,5
Washington,2000,4,5
Washington,2000,5,5.1
Washington,2000,6,5.1
Washington,2000,7,5.2
Washington,2000,8,5.2
